Date and Time Downloaded : 05/04/2021 04:31:14 pm"Health Facility Code","Health Facility Code Short","Facility Name","Old Health Facility Names","Old Health Facility Name 2","Old Health Facility Name 3","Health Facility Type","Ownership Major Classification","Ownership Sub-Classification for Government facilities","Ownership Sub-Classification for private facilities","Street Name and #           ","Building name and #","Region Name","Region PSGC","Province Name","Province PSGC","City/Municipality Name","City/Municipality PSGC","Barangay Name","Barangay PSGC","Zip Code","Landline Number","Landline Number 2","Fax Number","Email Address","Alternate Email Address","Official Website","Facility Head: Last Name","Facility Head: First Name","Facility Head: Middle Name","Facility Head: Position","Hospital Licensing Status","Service Capability","Bed Capacity"
"DOH000000000015889","15889","MANIAK BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","180000000","NEGROS ORIENTAL","184600000","CITY OF GUIHULNGAN","184611000","MANIAK","184611023","6214"," "," "," "," "," "," ","REBUSQUILLO","EVANGELINE"," ","Rural Health Midwife","","",""
"DOH000000000015898","15898","BINOBOHAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","180000000","NEGROS ORIENTAL","184600000","CITY OF GUIHULNGAN","184611000","BINOBOHAN","184611005","6214"," "," "," "," "," "," ","BANDICO","RENILDA"," ","Rural Health Midwife","","",""
"DOH000000000015903","15903","TRINIDAD BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","180000000","NEGROS ORIENTAL","184600000","CITY OF GUIHULNGAN","184611000","TRINIDAD","184611033","6214"," "," "," "," "," "," ","JAKOSALEM","MICHELLE"," ","Rural Health Midwife","","",""
"DOH000000000015911","15911","IMELDA BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","180000000","NEGROS ORIENTAL","184600000","CITY OF GUIHULNGAN","184611000","IMELDA","184611014","6214"," "," "," "," "," "," ","MIRAFLOR","ALMERA"," ","Rural Health Midwife","","",""
"DOH000000000015912","15912","SANDAYAO BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","180000000","NEGROS ORIENTAL","184600000","CITY OF GUIHULNGAN","184611000","SANDAYAO","184611029","6214"," "," "," "," "," "," ","BASADRE","BEVERLY"," ","Rural Health Midwife","","",""
"DOH000000000015914","15914","PLANAS BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","180000000","NEGROS ORIENTAL","184600000","CITY OF GUIHULNGAN","184611000","PLANAS","184611027","6214"," "," "," "," "," "," ","SANTOS","FRANCISCA"," ","Rural Health Midwife","","",""
"DOH000000000015916","15916","BULADO BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","180000000","NEGROS ORIENTAL","184600000","CITY OF GUIHULNGAN","184611000","BULADO","184611007","6214"," "," "," "," "," "," ","TOBESIS","EDNA"," ","Rural Health Midwife","","",""
"DOH000000000015918","15918","CALAMBA BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","180000000","NEGROS ORIENTAL","184600000","CITY OF GUIHULNGAN","184611000","CALAMBA","184611008","6214"," "," "," "," "," "," ","PEDILLO","HAZEL"," ","Rural Health Midwife","","",""
"DOH000000000015923","15923","HILAITAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","180000000","NEGROS ORIENTAL","184600000","CITY OF GUIHULNGAN","184611000","HILAITAN","184611011","6214"," "," "," "," "," "," ","INDAB","VIRGIE"," ","Rural Health Midwife","","",""
"DOH000000000015926","15926","APANANGON BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","180000000","NEGROS ORIENTAL","184600000","JIMALALUD","184612000","APANANGON","184612003","6212"," "," "," "," "," "," ","ESTOCONING","IRMA","T","Rural Health Midwife","","",""
"DOH000000000015928","15928","BAE BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","180000000","NEGROS ORIENTAL","184600000","JIMALALUD","184612000","BAE","184612004","6212"," "," "," "," "," "," ","AGIR","DEBBIE","B","Public Health Nurse","","",""
"DOH000000000015966","15966","BAGTIC BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","180000000","NEGROS ORIENTAL","184600000","LA LIBERTAD","184613000","BAGTIC","184613003","6213"," "," "," "," "," "," ","SALIMBAGAT","GENALIE","MAGDALINO","Rural Health Midwife","","",""
"DOH000000000015975","15975","MANDAPATON BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","180000000","NEGROS ORIENTAL","184600000","LA LIBERTAD","184613000","MANDAPATON","184613012","6213"," "," "," "," "," "," ","BEE","MYRNA","ANTALAN","Rural Health Midwife","","",""
"DOH000000000015977","15977","NASUNGGAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","180000000","NEGROS ORIENTAL","184600000","LA LIBERTAD","184613000","NASUNGAN","184613018","6213"," "," "," "," "," "," ","ANTIÑERO","MAXIMA","BUENAFLOR","Rural Health Midwife","","",""
"DOH000000000015981","15981","PISONG BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","180000000","NEGROS ORIENTAL","184600000","LA LIBERTAD","184613000","PISONG","184613021","6213"," "," "," "," "," "," ","CRISMUNDO","NANETTE","BARIC","Rural Health Midwife","","",""
"DOH000000000015983","15983","POBLACION SOUTH BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","180000000","NEGROS ORIENTAL","184600000","LA LIBERTAD","184613000","POBLACION SOUTH","184613024","6213"," "," "," "," "," "," ","SALIMBAGAT","EMILY","PABLEO","Rural Health Midwife","","",""
"DOH000000000015984","15984","SAN JOSE BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","180000000","NEGROS ORIENTAL","184600000","LA LIBERTAD","184613000","SAN JOSE","184613025","6213"," "," "," "," "," "," ","DAGUDOG","EMY","DURAN","Rural Health Midwife","","",""
"DOH000000000015986","15986","SOLONGGON BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","180000000","NEGROS ORIENTAL","184600000","LA LIBERTAD","184613000","SOLONGON","184613026","6213"," "," "," "," "," "," ","MANLAN","ELENA","GUEVARRA","Rural Health Midwife","","",""
"DOH000000000015988","15988","POBLACION BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","NEGROS ORIENTAL","074600000","MABINAY","074614000","POBLACION","074614030","6207","","","","mabinayrhu1@gmail.com","","","SALVORO","SHELLA","AGUSTIN","Rural Health Midwife","","",""
"DOH000000000015992","15992","ABIS BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","NEGROS ORIENTAL","074600000","MABINAY","074614000","ABIS","074614001","6207","","","","mabinayrhu1@gmail.com","","","SABLAON","MELCA","SAGUN","Rural Health Midwife","","",""
"DOH000000000015993","15993","SAMAC BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","180000000","NEGROS ORIENTAL","184600000","MABINAY","184614000","SAMAC","184614031","6207"," "," "," "," "," "," ","CADALZO","MELANIE","SALA","Rural Health Midwife","","",""
"DOH000000000015995","15995","PANDANON BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","NEGROS ORIENTAL","074600000","MABINAY","074614000","PANDANON","074614027","6207","","","","mabinayrhu1@gmail.com","","","ESCANDER","NELSIE","LOBO","Rural Health Midwife","","",""
"DOH000000000015997","15997","DAHILE BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","NEGROS ORIENTAL","074600000","MABINAY","074614000","DAHILE","074614015","6207","","","","mabinayrhu1@gmail.com","","","BACO","MARILOU","CUMCUM","Rural Health Midwife","","",""
"DOH000000000015998","15998","HAGTU BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","NEGROS ORIENTAL","074600000","MABINAY","074614000","HAGTU","074614017","6207","","","","mabinayrhu1@gmail.com","","","CREER","CHARLOTTE","ORO","Rural Health Midwife","","",""
"DOH000000000016001","16001","OLD NAMANGKA BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","NEGROS ORIENTAL","074600000","MABINAY","074614000","OLD NAMANGKA","074614026","6207","","","","mabinayrhu1@gmail.com","","","CARIDO","AILEEN HAZEL","CABRALES","Rural Health Midwife","","",""
"DOH000000000016004","16004","INAPOY BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","NEGROS ORIENTAL","074600000","MABINAY","074614000","INAPOY","074614018","6207","","","","mabinayrhu1@gmail.com","","","VALLEJO","MARIVIC","SAGUN","Rural Health Midwife","","",""
"DOH000000000016011","16011","AREBASORE BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","NEGROS ORIENTAL","074600000","MABINAY","074614000","AREBASORE","074614002","6207","","","","mabinayrhu1@gmail.com","","","NATURALES","ILYN","RESQUERDO","Rural Health Midwife","","",""
"DOH000000000016013","16013","MANLINGAY BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","180000000","NEGROS ORIENTAL","184600000","MABINAY","184614000","MANLINGAY","184614022","6207"," "," "," "," "," "," ","ESCANDEL","NELSIE","LACHICA","Rural Health Midwife","","",""
"DOH000000000016019","16019","BARRAS BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","NEGROS ORIENTAL","074600000","MABINAY","074614000","BARRAS","074614006","6207","","","","mabinayrhu1@gmail.com","","","BACTOL","HAZEL","BUGA","Rural Health Midwife","","",""
"DOH000000000016023","16023","BULIBULIHAN BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","NEGROS ORIENTAL","074600000","MABINAY","074614000","BULIBULIHAN","074614009","6207","","","","mabinayrhu1@gmail.com","","","REQUIERON","KARLA","ABADA","NDP","","",""
"DOH000000000016026","16026","HIMOCDONGON BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","NEGROS ORIENTAL","074600000","MABINAY","074614000","HIMOCDONGON","074614016","6207","","","","mabinayrhu1@gmail.com","","","GARSULA","AIDA","BALDOMAR","Rural Health Midwife","","",""
"DOH000000000016028","16028","TARA BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","NEGROS ORIENTAL","074600000","MABINAY","074614000","TARA","074614033","6207","","","","mabinayrhu1@gmail.com","","","LUBID","FEBIE","BALASABAS","Rural Health Midwife","","",""
"DOH000000000016031","16031","BANBAN BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","NEGROS ORIENTAL","074600000","MABINAY","074614000","BANBAN","074614005","6207","","","","mabinayrhu1@gmail.com","","","ORLIDO","RONALY","CASTILLO","Rural Health Midwife","","",""
"DOH000000000016035","16035","BAGTIC BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","NEGROS ORIENTAL","074600000","MABINAY","074614000","BAGTIC","074614003","6207","","","","rhu2lumbangan@gmail.com","","","MISSION","LEAH","BOMEDIANO","Rural Health Midwife","","",""
"DOH000000000016043","16043","BULWANG BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","NEGROS ORIENTAL","074600000","MABINAY","074614000","BULWANG","074614010","6207","","","","rhu2lumbangan@gmail.com","","","CATUBAY","RUBY JOY","CABUSOG","Rural Health Midwife","","",""
"DOH000000000016047","16047","DAGBASAN BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","NEGROS ORIENTAL","074600000","MABINAY","074614000","DAGBASAN","074614014","6207","","","","rhu2lumbangan@gmail.com","","","VISITACION","GENEVIEVE","REAL","Rural Health Midwife","","",""
"DOH000000000016051","16051","LUYANG BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","NEGROS ORIENTAL","074600000","MABINAY","074614000","LUYANG","074614021","6207","","","","rhu2lumbangan@gmail.com","","","BOHOL","MILAGROS","ELLA","Rural Health Midwife","","",""
"DOH000000000016054","16054","NAPASU-AN BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","NEGROS ORIENTAL","074600000","MABINAY","074614000","NAPASU-AN","074614024","6207","","","","rhu2lumbangan@gmail.com","","","GAYRAMARA","REA DEE","BOHOL","NDP","","",""
"DOH000000000016056","16056","BUGNAY BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","NEGROS ORIENTAL","074600000","MABINAY","074614000","BUGNAY","074614008","6207","","","","rhu2lumbangan@gmail.com","","","CALAGAO","GLINALYN","ALCANTARA","RHMPP","","",""
"DOH000000000016065","16065","LAMDAS BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","NEGROS ORIENTAL","074600000","MABINAY","074614000","LAMDAS","074614019","6207","","","","rhu2lumbangan@gmail.com","","","LIU","CRISTINA","CAPANAY","Rural Health Midwife","","",""
"DOH000000000016067","16067","CANSAL-ING BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","NEGROS ORIENTAL","074600000","MABINAY","074614000","CANSAL-ING","074614013","6207","","","","rhu2lumbangan@gmail.com","","","SIAO","TESSIE","BALANSAG","Rural Health Midwife","","",""
"DOH000000000016072","16072","LUMBANGAN BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","NEGROS ORIENTAL","074600000","MABINAY","074614000","LUMBANGAN","074614020","6207","","","","rhu2lumbangan@gmail.com","","","HUCAL","SUSAN","PARAMI","Rural Health Midwife","","",""
"DOH000000000016074","16074","BATO BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","NEGROS ORIENTAL","074600000","MABINAY","074614000","BATO","074614007","6207","","","","rhu2lumbangan@gmail.com","","","CADORNA","LELAINE JOY","BANJAO","Rural Health Midwife","","",""
"DOH000000000016080","16080","CANGGOHOB BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","NEGROS ORIENTAL","074600000","MABINAY","074614000","CANGGOHOB","074614012","6207","","","","rhu2lumbangan@gmail.com","","","RELON","KATHLEEN","LARGO","NDP","","",""
"DOH000000000016081","16081","CAMPANUN-AN BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","NEGROS ORIENTAL","074600000","MABINAY","074614000","CAMPANUN-AN","074614011","6207","","","","rhu2lumbangan@gmail.com","","","SIAO","JONAH MAE","QUILIOPE","Rural Health Midwife","","",""
"DOH000000000016083","16083","PANTAO BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","NEGROS ORIENTAL","074600000","MABINAY","074614000","PANTAO","074614029","6207","","","","rhu2lumbangan@gmail.com","","","MALINGIN","MARRIE JOY","NARCISO","Rural Health Midwife","","",""
"DOH000000000016086","16086","ALANGILANAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","180000000","NEGROS ORIENTAL","184600000","MANJUYOD","184615000","ALANGILANAN","184615001","6208"," "," "," "," "," "," ","ACADEMIA","ELSA","B.","Rural Health Midwife","","",""
"DOH000000000016092","16092","BUTONG BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","180000000","NEGROS ORIENTAL","184600000","MANJUYOD","184615000","BUTONG","184615006","6208"," "," "," "," "," "," ","JABAGAT","LYDIA","A.","Rural Health Midwife","","",""
"DOH000000000016093","16093","CAMPUYO BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","180000000","NEGROS ORIENTAL","184600000","MANJUYOD","184615000","CAMPUYO","184615007","6208"," "," "," "," "," "," ","ABORDO","LUDY","A.","Rural Health Midwife","","",""
"DOH000000000016096","16096","CANDABONG BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","180000000","NEGROS ORIENTAL","184600000","MANJUYOD","184615000","CANDABONG","184615008","6208"," "," "," "," "," "," ","ABRASADO","INDIE","M.","Rural Health Midwife","","",""
"DOH000000000016097","16097","CONCEPCION BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","180000000","NEGROS ORIENTAL","184600000","MANJUYOD","184615000","CONCEPCION","184615009","6208"," "," "," "," "," "," ","PALUMAR","CHONA","Q.","Rural Health Midwife","","",""
"DOH000000000016112","16112","KAUSWAGAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","180000000","NEGROS ORIENTAL","184600000","MANJUYOD","184615000","KAUSWAGAN","184615011","6208"," "," "," "," "," "," ","DIMASUHID","MARGIE","M.","Rural Health Midwife","","",""
"DOH000000000016114","16114","LAMOGONG BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","180000000","NEGROS ORIENTAL","184600000","MANJUYOD","184615000","LAMOGONG","184615013","6208"," "," "," "," "," "," ","MORAGA","ELSIE","C.","Rural Health Midwife","","",""
"DOH000000000016116","16116","MAASLUM BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","180000000","NEGROS ORIENTAL","184600000","MANJUYOD","184615000","MAASLUM","184615015","6208"," "," "," "," "," "," ","ACADEMIA","ELSA","B.","Rural Health Midwife","","",""
"DOH000000000016120","16120","POBLACION BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","NEGROS ORIENTAL","074600000","PAMPLONA","074616000","POBLACION","074616012","6205","","","","pamplona.rural.health.unit@gmail.com","","","LADION","ROSAMOND","","Rural Health Midwife","","",""
"DOH000000000016123","16123","MALALANGSI BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","NEGROS ORIENTAL","074600000","PAMPLONA","074616000","MALALANGSI","074616009","6205","","","","pamplona.rural.health.unit@gmail.com","","","RAMIREZ","MARIA VICTORIA","SINCO","Rural Health Midwife","","",""
"DOH000000000016128","16128","MAGSUSUNOG BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","NEGROS ORIENTAL","074600000","PAMPLONA","074616000","MAGSUSUNOG","074616008","6205","","","","pamplona.rural.health.unit@gmail.com","","","CAMERO","DEBORAH","RACAL","Rural Health Midwife","","",""
"DOH000000000016133","16133","YUPISAN BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","NEGROS ORIENTAL","074600000","PAMPLONA","074616000","YUPISAN","074616016","6205","","","","pamplona.rural.health.unit@gmail.com","","","MONTECALVO","PRIMA","TUBLE","Rural Health Midwife","","",""
"DOH000000000016143","16143","SAN ISIDRO BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","NEGROS ORIENTAL","074600000","PAMPLONA","074616000","SAN ISIDRO","074616013","6205","","","","pamplona.rural.health.unit@gmail.com","","","QUILA","JEDSAN","RAMIREZ","Rural Health Midwife","","",""
"DOH000000000016149","16149","MAMBURAO BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","NEGROS ORIENTAL","074600000","PAMPLONA","074616000","MAMBURAO","074616010","6205","","","","pamplona.rural.health.unit@gmail.com","","","LARA","GRESA","MANABAN","Rural Health Midwife","","",""
"DOH000000000016152","16152","SIMBORIO BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","NEGROS ORIENTAL","074600000","PAMPLONA","074616000","SIMBORIO","074616015","6205","","","","pamplona.rural.health.unit@gmail.com","","","AVISO","CARIDAD","BACOS","Rural Health Midwife","","",""
"DOH000000000016155","16155","BANAWE BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","NEGROS ORIENTAL","074600000","PAMPLONA","074616000","BANAWE","074616003","6205","","","","pamplona.rural.health.unit,@gmail.com","","","MONTERONA","CATHERINE","CABALIDA","Rural Health Midwife","","",""
"DOH000000000016157","16157","CAMBALOCTOT BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","NEGROS ORIENTAL","074600000","SAN JOSE","074617000","CAMBALOCTOT","074617004","6202","","","","","","","BULAGAO","MADEL","BACUAC","Rural Health Midwife","","",""
"DOH000000000016159","16159","JANAYJANAY BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","NEGROS ORIENTAL","074600000","SAN JOSE","074617000","JANAYJANAY","074617006","6202","","","","","","","BULAGAO","MADEL","BACUAC","Rural Health Midwife","","",""
"DOH000000000016163","16163","JILOCON BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","NEGROS ORIENTAL","074600000","SAN JOSE","074617000","JILOCON","074617007","6202","","","","","","","DATUIN","DEBBIE","UY","Rural Health Midwife","","",""
"DOH000000000016165","16165","SAN ROQUE BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","NEGROS ORIENTAL","074600000","SAN JOSE","074617000","SAN ROQUE","074617010","6202","","","","","","","BINOBO","SARA","INGGO","Rural Health Midwife","","",""
"DOH000000000016166","16166","SEÑORA ASCION (CALO) BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","NEGROS ORIENTAL","074600000","SAN JOSE","074617000","SEÑORA ASCION (CALO)","074617012","6202","","","","","","","REMOLLO","MARCIANITA","ESTOSE","Rural Health Midwife","","",""
"DOH000000000016169","16169","SIAPO BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","NEGROS ORIENTAL","074600000","SAN JOSE","074617000","SIAPO","074617013","6202","","","","","","","CABANAS","SHIRLY","PON","RHMPP","","",""
"DOH000000000016172","16172","TAMPI BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","NEGROS ORIENTAL","074600000","SAN JOSE","074617000","TAMPI","074617014","6202","","","","","","","ALCORCON","ANA CHONA","YAYONG","Rural Health Midwife","","",""
"DOH000000000016175","16175","POBLACION III BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","NEGROS ORIENTAL","074600000","SIATON","074619000","POBLACION III","074619020","6219","","","","","","","YOUNG","GLENITA","ALCORAN","Rural Health Midwife","","",""
"DOH000000000016177","16177","ALBIGA BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","180000000","NEGROS ORIENTAL","184600000","SIATON","184619000","ALBIGA","184619001","6219"," "," "," "," "," "," ","TUBLE","GERALIN","BAJANA","Rural Health Midwife","","",""
"DOH000000000016179","16179","APOLOY BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","NEGROS ORIENTAL","074600000","SIATON","074619000","APOLOY","074619002","6219","","","","","","","MACAYAN","LEONA KRISTANI","PALALON","Rural Health Midwife","","",""
"DOH000000000016184","16184","BONAWON BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","NEGROS ORIENTAL","074600000","SIATON","074619000","BONAWON","074619003","6219","","","","","","","RAFAL","AGNES","PINILI","Rural Health Midwife","","",""
"DOH000000000016190","16190","BONBONON BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","NEGROS ORIENTAL","074600000","SIATON","074619000","BONBONON","074619004","6219","","","","","","","GADIANE","JOSEPHINE","GAJILOMO","Rural Health Midwife","","",""
"DOH000000000016199","16199","CABANGAHAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","180000000","NEGROS ORIENTAL","184600000","SIATON","184619000","CABANGAHAN","184619005","6219"," "," "," "," "," "," ","BADON","LYDIA","ALAM","Rural Health Midwife","","",""
"DOH000000000016202","16202","CANAWAY BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","NEGROS ORIENTAL","074600000","SIATON","074619000","CANAWAY","074619007","6219","","","","","","","VILLACAMPA","CONSTANCIA","CATUBIG","Rural Health Midwife","","",""
