Date and Time Downloaded : 05/04/2021 04:29:42 pm"Health Facility Code","Health Facility Code Short","Facility Name","Old Health Facility Names","Old Health Facility Name 2","Old Health Facility Name 3","Health Facility Type","Ownership Major Classification","Ownership Sub-Classification for Government facilities","Ownership Sub-Classification for private facilities","Street Name and #           ","Building name and #","Region Name","Region PSGC","Province Name","Province PSGC","City/Municipality Name","City/Municipality PSGC","Barangay Name","Barangay PSGC","Zip Code","Landline Number","Landline Number 2","Fax Number","Email Address","Alternate Email Address","Official Website","Facility Head: Last Name","Facility Head: First Name","Facility Head: Middle Name","Facility Head: Position","Hospital Licensing Status","Service Capability","Bed Capacity"
"DOH000000000007983","7983","DHC HOMECARE CLINIC, INC.","","","","Psychiatric Care Facility","Private","","","404 CALBAYOG","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF MANDALUYONG","137401000","HIGHWAY HILLS","137401013","","+63 027180650","","","dhchomecareclinic@gmail.com","","","BARCELLANO","IRFA","","Chief of Hospital","With License","Custodial Psychiatric Care","23"
"DOH000000000007984","7984","DIVINE MERCY PSYCHIATRIC FACILITY, INC.","DIVINE MERCY THE HOME THAT CARES, INC-BONI","","","Psychiatric Care Facility","Private","","","455 BONI AVENUE","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF MANDALUYONG","137401000","NEW ZAÑIGA","137401019","","+63 0285316995","+63 0286649480","","divinemercyhomecare@yahoo.com","divinemercypsychiatricfacility@yahoo.com","","PATAC","JUAN CIRILO","L.","Chief of Hospital","With License","","142"
"DOH000000000007985","7985","THE MASTER'S TOUCH PSYCHIATRIC CUSTODIAL CARE FACILITY"," "," "," ","Hospital","Private"," "," ","438 CALBAYOG STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF MANDALUYONG","137401000","HIGHWAY HILLS","137401013"," "," "," "," "," "," "," ","LOVERIA","DR. JOSE"," ","Chief of Hospital","Without License","",""
"DOH000000000007986","7986","HOLYLIFE HOSPITAL","HOLYLIFE HEALTHCARE CENTER","","","Hospital","Private","","","19 PRESIDENT QUEZON STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF PASIG","137403000","ROSARIO","137403017","","+63 0287483501","+63 0289190179","","holylifehospital@yahoo.com","","","ACANTILADO","JESUS","B.","Chief of Hospital","With License","Level 1","28"
"DOH000000000007987","7987","ST. LUKE'S MEDICAL CENTER-GLOBAL CITY","","","","Hospital","Private","","","BLOCK 16 LOT 18, CRESCENT PARK, RIZAL DRIVE, CORNER 32ND STREET BONIFACIO GLOBAL CITY","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","TAGUIG CITY","137607000","FORT BONIFACIO","137607020","","+63 027897700","","","slmc.info@stluke.com.ph","","","CAMPOMANES","BENJAMIN","S.","Chief of Hospital","With License","Level 2","528"
"DOH000000000007993","7993","DR. MONTANO G. RAMOS GENERAL HOSPITAL CORP.","","","","Infirmary","Private","","","143 MINDANAO AVENUE","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","BAHAY TORO","137404012","","+63 0280276628","","+63 024532453","liliaramosmaneja@gmail.com","","","MANEJA","LILIA","","Medical Director","With License","","30"
"DOH000000000007994","7994","ESTRELLAS NEX CARE, CO.","","","","Hospital","Private","","","175 KAMIAS ROAD EXTENSION","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","","","","+63 02892077773","","","nexcare.estrellas@gmail.com","","","LAGMAN","DR. CHRISTINE","D.","Chief of Hospital","With License","","20"
"DOH000000000008218","8218","AURORA QUEZON HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","459 FRANCISCO STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","TONDO I / II","133901000","BARANGAY  84","133901084"," ","+63 022545064"," "," "," "," "," ","MARTINEZ","LOURDES"," ","Rural Health Physician","","",""
"DOH000000000008257","8257","AYALA-ALABANG HEALTH CENTER"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","ALABANG TOWN CENTER"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF MUNTINLUPA","137603000","ALABANG","137603001"," "," "," "," "," "," "," ","REYES","DR. MICHAEL","PAVIA","Rural Health Physician","","",""
"DOH000000000008275","8275","BAESA HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","356 ROSE STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY 159","137501159"," "," "," "," "," "," "," ","BASA","RACHEL"," ","Rural Health Physician","","",""
"DOH000000000008279","8279","BAGBAGUIN HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","1 GENERAL LUIS STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF VALENZUELA","137504000","BAGBAGUIN","137504002"," ","+63 029859926"," "," "," "," "," ","GUINTO","ALBERTO"," "," ","","",""
"DOH000000000008307","8307","BAGONG BARRIO LYING-IN CLINIC","BAGONG BARRIO CENTRAL HEALTH CENTER"," "," ","Rural Health Unit","Government","Local Government Unit"," ","PIONEER STREET, BARANGAY HALL"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY 148","137501148"," "," "," "," "," "," "," ","MATULAC","DONNA ROSE"," ","Rural Health Physician","","",""
"DOH000000000008369","8369","BAGONG SILANG HEALTH CENTER","","","","Rural Health Unit","Government","Local Government Unit","","JUAN LUNA STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF MANDALUYONG","137401000","BAGONG SILANG","137401002","1550","+63 025316019","","","","","","DE LA VEGA","JUDD","","Medical Officer","","",""
"DOH000000000008406","8406","BAGONG SILANG PHASE 7 HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","BAGONG SILANG PHASE 7"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY 176","137501176"," "," "," "," "," "," "," ","CELINO","JOSEPH"," ","Rural Health Physician","","",""
"DOH000000000008417","8417","BAGONG SILANG PHASE 8 HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","BAGONG SILANG PHASE 8"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY 176","137501176"," "," "," "," "," "," "," ","CELINO","LAILA"," ","Rural Health Physician","","",""
"DOH000000000008466","8466","BALAGTAS HEALTH CENTER","","","","Rural Health Unit","Government","Local Government Unit","","1F FLORANTE STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF LAS PI?AS","137601000","PAMPLONA UNO","137601006","","+63 024036994","","","","","","DE LEON","MARIE STELLA","S.","Rural Health Physician","","",""
"DOH000000000008498","8498","BALUBARAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","SALUD STREET, EDEN COURT"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF VALENZUELA","137504000","MALINTA","137504017"," ","+63 023813713"," "," "," "," "," ","TORRES","MATIY"," "," ","","",""
"DOH000000000008503","8503","BAMBANG BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","J. POZON STREET, BAMBANG"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","CITY OF MANILA","133900000"," "," "," "," "," "," "," "," "," "," "," "," "," ","","",""
"DOH000000000008507","8507","BAMBANG HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","23 MASTRILI STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","TAGUIG CITY","137607000","BAMBANG","137607003"," "," "," "," "," "," "," ","MANIGBAS","DULCE","CABAUATAN","Rural Health Physician","","",""
"DOH000000000008510","8510","BANGKAL HEALTH CENTER","","","","Rural Health Unit","Government","Local Government Unit","","P. BINAY STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF MAKATI","137602000","BANGKAL","137602001","","+63 028018750","","","","","","ALAGOS","ARCHAEL","","Rural Health Physician","","",""
"DOH000000000008558","8558","BARANGAY 118/120 HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","2ND STREET, 2ND AVENUE, GRACE PARK"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY 120","137501120"," "," "," "," "," "," "," ","GONZALES","ARLYN"," ","Rural Health Physician","","",""
"DOH000000000008562","8562","BARANGAY 14 HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","PAMPANO STREET, DAGAT-DAGATAN"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY  14","137501014"," "," "," "," "," "," "," ","VELAYO","HENRIETTA"," ","Rural Health Physician","","",""
"DOH000000000008568","8568","BARANGAY 178-A HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","CAMARIN ROAD"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY 178","137501178"," "," "," "," "," "," "," ","DALAY","NOEMI"," ","Rural Health Physician","","",""
"DOH000000000008573","8573","BARANGAY 178-B HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","SAN ISIDRO, CAMARIN D."," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY 178","137501178"," "," "," "," "," "," "," ","LISBOA","GRACIELA"," ","Rural Health Physician","","",""
"DOH000000000008575","8575","BARANGAY 18 HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","LIBIS NADURATA STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY  18","137501018"," "," "," "," "," "," "," ","VELAYO","HENRIETTA"," ","Rural Health Physician","","",""
"DOH000000000008740","8740","BISIG HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","M. AQUINO STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF VALENZUELA","137504000","BISIG","137504006"," "," "," "," "," "," "," ","CAMLIAN","KAIER"," "," ","","",""
"DOH000000000008753","8753","BITIK BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","SITIO BITIK, GEN. T. DE LEON"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF VALENZUELA","137504000","HEN. T. DE LEON","137504011"," "," "," "," "," "," "," "," "," "," "," ","","",""
"DOH000000000008760","8760","BLOCK 37 HEALTH CENTER","BLOCK 37 (WELFAREVILLE) HEALTH CENTER","","","Rural Health Unit","Government","Local Government Unit","","PANATAG STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF MANDALUYONG","137401000","ADDITION HILLS","137401001","1550","+63 022164320","","","","","","SABALVARO","SHARI LUDOVINA","LADAO","Medical Officer","","",""
"DOH000000000008782","8782","BLOCK 38 (WELFAREVILLE) HEALTH CENTER","","","","Rural Health Unit","Government","Local Government Unit","","BLOCK 38, FABELLA STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF MANDALUYONG","137401000","ADDITION HILLS","137401001","1550","","","","","","","COSTALES","DAISY","SEGUI","Medical Officer","","",""
"DOH000000000008912","8912","CABATUHAN HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","SITIO KABATUHAN"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF VALENZUELA","137504000","HEN. T. DE LEON","137504011"," "," "," "," "," "," "," ","MORALES","NORIELYN"," "," ","","",""
"DOH000000000008968","8968","CAMARIN 174 HEALTH CENTER","","","","Rural Health Unit","Government","","","CADENA DE AMOR STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY 174","137501174","","","","","","","","DEMA-ALA","CELSO","","Medical Officer","","",""
"DOH000000000009050","9050","CEMBO HEALTH CENTER","","","","Rural Health Unit","Government","Local Government Unit","","BANABA STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF MAKATI","137602000","CEMBO","137602003","1214","+63 026596152","","","","","","MEJIA","MARIBEL","RICAFORT","Rural Health Physician","","",""
"DOH000000000009088","9088","MUNTINLUPA CITY HEALTH OFFICE"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","Ground Floor, Contessa Building"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF MUNTINLUPA","137603000","POBLACION","137603005"," "," "," "," "," "," "," "," "," "," "," ","","",""
"DOH000000000009360","9360","DEPARO HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","DEPARO ROAD"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY 168","137501168"," ","+63 024895011"," "," "," "," "," ","BERNABE","LUZ"," ","Rural Health Physician","","",""
"DOH000000000009473","9473","DOÑA NENA HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","CHEST CLINIC COMPOUND, AURORA BOULEVARD"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","PASAY CITY","137605000","BARANGAY 186","137605186","1301","+63 028532704"," "," "," "," "," ","SOMOGOD","MYRA","D.","Rural Health Physician","","",""
"DOH000000000009483","9483","CENTRAL BICUTAN HEALTH CENTER DPWH"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","INSIDE DPWH COMPOUND SUNFLOWER STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","TAGUIG CITY","137607000","CENTRAL BICUTAN","137607019"," "," "," "," "," "," "," ","CAMERO","CHERYL ANN"," ","Rural Health Physician","","",""
"DOH000000000009489","9489","DR. ELVIRA M. LAGROSA HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","PASAY CITY SPORTS COMPLEX, FB HARRISON"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","PASAY CITY","137605000","BARANGAY  76","137605076","1300","+63 025511652"," "," "," "," "," ","TAGPIS-GOOC","PRECILA","H.","Rural Health Physician","","",""
"DOH000000000010850","10850","FRANCO CLINIC"," "," "," ","Hospital","Private"," "," ","LETRE ROAD"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF MALABON","137502000","TONSUYA","137502020","1473"," "," "," "," "," "," "," "," "," "," ","Without License","",""
"DOH000000000010913","10913","GEN. T. DE LEON HEALTH CENTER II"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF VALENZUELA","137504000","HEN. T. DE LEON","137504011"," ","+63 024449249"," "," "," "," "," ","MORALES","NORIELYN"," "," ","","",""
"DOH000000000010951","10951","GRACE PARK HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","171 3RD STREET, GRACE PARK EAST"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY  86","137501086"," "," "," "," ","grace.park_health@rocketmail.com"," "," ","MAMARIL","AUGUSTUS"," ","Rural Health Physician","","",""
"DOH000000000011474","11474","HULONG DUHAT HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","B. BAUTISTA BOULEVARD CORNER M. BLAS STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF MALABON","137502000","HULONG DUHAT","137502008"," ","+63 024468202"," "," "," "," "," ","GUTIERREZ","MA. ELIZABETH","CRUZ","Rural Health Physician","","",""
"DOH000000000011604","11604","ILAYA HEALTH CENTER","","","","Rural Health Unit","Government","Local Government Unit","","BALITE - TRAMO STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF LAS PI?AS","137601000","ILAYA","137601004","","+63 028292482","","","","","","PALAMO","HAYDEE LEN","","Rural Health Physician","","",""
"DOH000000000011655","11655","MERALCO CORPORATE WELLNESS CENTER","JOHN F. COTTON HOSPITAL (CENTER FOR CORP. WELLNESS)"," "," ","Hospital","Private"," "," ","MERALCO COMPOUND, ORTIGAS AVE."," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF PASIG","137403000"," "," "," ","+63 026328796"," "," "," "," "," ","FLORENTINO","ABIGAIL","T.","Medical Director","Without License","",""
"DOH000000000011696","11696","MAYOR JUAN R. SANCHEZ MEMORIAL HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","P. ROSALES STREET, SANTA ANA (KALIWA)"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","PATEROS","137606000","SANTA ANA","137606007"," ","+63 026410614"," ","+63 026413256"," "," ","www.pateros.gov.ph","FLORES","RONALD","FRANCISCO","Rural Health Physician","","",""
"DOH000000000011699","11699","JULIAN FELIPE HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","JULIAN FELIPE STREET, SANGANDAAN"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY   8","137501008"," "," "," "," "," "," "," ","LIGON-IMPERIO","LILIA","A.","Rural Health Physician","","",""
"DOH000000000011720","11720","EMERGENCY CARE CLINIC","KALINGANG KALUSUGAN KLINIK (KKK)"," "," ","Rural Health Unit","Government","Local Government Unit"," ","SOUTHVILLE 3 POBLACION"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF MUNTINLUPA","137603000","POBLACION","137603005"," "," "," "," "," "," "," ","DOLLETON","DR. RICHARD","ALCARA","Rural Health Physician","","",""
"DOH000000000011889","11889","OLD LOWER BICUTAN HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","PUROK 5, MANUEL L. QUEZON STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","TAGUIG CITY","137607000","LOWER BICUTAN","137607008"," "," "," "," "," "," "," ","LATORRE","GLENDA"," ","Rural Health Physician","","",""
"DOH000000000011982","11982","MAKABAYAN HEALTH CENTER","","","","Rural Health Unit","Government","Local Government Unit","","BARANGKA DRIVE CORNER SERGEANT BUMATAY STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF MANDALUYONG","137401000","BARANGKA DRIVE","137401003","1550","","","","","","","ALMODIENTE","CAMILLE ANNE","R.","Medical Officer","","",""
"DOH000000000012082","12082","MALARIA HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","ASCOVILLE, MALARIA"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY 185","137501185"," "," "," "," "," "," "," ","PEREZ","REYNALDO"," ","Rural Health Physician","","",""
"DOH000000000012251","12251","MARULAS HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","RAJAH SULAIMAN ST., MARULAS"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY  36","137501036"," "," "," "," "," "," "," ","LIGON-IMPERIO","LILIA"," ","Rural Health Physician","","",""
"DOH000000000012254","12254","MARULAS 3S HEALTH CENTER","MARULAS PUERICULTURE CENTER","","","Barangay Health Station","Government","Local Government Unit","","PIO VALENZUELA STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF VALENZUELA","137504000","MARULAS","137504019","","","","","","","","ELARDE","ACE","","Medical Officer","","",""
"DOH000000000012429","12429","NAPINDAN HEALTH CENTER","NAPINDAN BARANGAY HEALTH STATION"," "," ","Rural Health Unit","Government","Local Government Unit"," ","PUROK 1 NAPINDAN"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","TAGUIG CITY","137607000","NAPINDAN","137607010"," "," "," "," "," "," "," ","ALZONA","AUGUSTO","ZOLETA","Rural Health Physician","","",""
"DOH000000000012454","12454","NORTH DAANG HARI HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","14 ROAD 1"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","TAGUIG CITY","137607000","NORTH DAANG HARI","137607023"," "," "," "," "," "," "," ","RICO","TERESITA","A.","Rural Health Physician","","",""
"DOH000000000012457","12457","NORTHVILLE I HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","BLOCK 9 LOT 10"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF VALENZUELA","137504000","BIGNAY","137504005"," "," "," "," "," "," "," ","GALLENERO","SER BRYON"," "," ","","",""
"DOH000000000012462","12462","NORTHVILLE II HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","BLOCK 10 LOT 13"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF VALENZUELA","137504000","BIGNAY","137504005"," "," "," "," "," "," "," ","GALLENERO","SER BRYON"," "," ","","",""
"DOH000000000012505","12505","OUR LADY OF LOURDES HOSPITAL INC.","","","","Hospital","Private","","","46 P. SANCHEZ STREET, SANTA MESA","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","CITY OF MANILA","133900000","","","","+63 0287168001","+63 0282523942","+63 027147153","marketing@ollh.ph","","www.ollh-manila.com","GATBONTON","MA. LUISA PATRICIA","B.","Medical Director","With License","Level 3","230"
"DOH000000000012518","12518","PAG-ASA HEALTH CENTER","","","","Rural Health Unit","Government","Local Government Unit","","INOCENTES CORNER GENERAL KALENTONG STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF MANDALUYONG","137401000","PAG-ASA","137401021","1550","","","","","","","CASTILLO","TERESA","MAROTO","Medical Officer","","",""
"DOH000000000012528","12528","PALAR HEALTH STATION"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","SCORPION STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","TAGUIG CITY","137607000","WESTERN BICUTAN","137607018"," "," "," "," "," "," "," ","AMISCUA","SUSANA","ALMENIANA","Rural Health Physician","","",""
"DOH000000000012547","12547","PAMANA HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","DAMKA STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","SAMPALOC","133906000","BARANGAY 598","133906205"," ","+63 027161370"," "," "," "," "," ","DELA PAZ","LUZONIA"," ","Rural Health Physician","","",""
"DOH000000000012551","12551","PAMPLONA I HEALTH CENTER","","","","Rural Health Unit","Government","Local Government Unit","","REAL STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF LAS PI?AS","137601000","PAMPLONA UNO","137601006","","+63 028723167","","","","","","PARALISAN","HENY","","Rural Health Physician","","",""
"DOH000000000012576","12576","PARKLAND HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","LOTUS STREET, STREET MARY S VILLAGE, CAMARIN"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY 177","137501177"," "," "," "," "," "," "," ","ORIT","BERNADETTE"," "," ","","",""
"DOH000000000012605","12605","PASIG MEDICAL & MATERNITY HOSPITAL FOUNDATION INC."," "," "," ","Hospital","Private"," "," ","101 LONDON STREET GREENPARK VILLAGE"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF PASIG","137403000","MANGGAHAN","137403011","1600","+63 026461067"," "," "," "," "," "," "," "," "," ","Without License","",""
"DOH000000000012776","12776","PRESIDENTIAL SECURITY GROUP STATION HOSPITAL"," "," "," ","Hospital","Government","Office of the President"," ","MALACAÑANG PARK"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","CITY OF MANILA","133900000"," "," ","1005","+63 025212301"," "," "," "," "," ","JOVELLANOS","BENEDICTO","A.","Chief of Hospital","Without License","",""
"DOH000000000012903","12903","PUGAD LAWIN HEALTH CENTER","","","","Rural Health Unit","Government","Local Government Unit","","SITIO PUGAD LAWIN","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF LAS PI?AS","137601000","ALMANZA DOS","137601010","1700","","","","","","","BASALO","GREGORIO JR.","","Rural Health Physician","","",""
"DOH000000000012909","12909","PUROK 4 HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","BAUTISTA STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF VALENZUELA","137504000","MAPULANG LUPA","137504018"," "," "," "," "," "," "," ","TIONCO","JOHN PHILIP"," "," ","","",""
